time_tag,satellite,flux,energy
2023-04-02 05:20:00+00:00,18,10.383400917053224,1000-1900 keV
2023-04-02 05:25:00+00:00,18,11.249984741210938,1000-1900 keV
2023-04-02 05:30:00+00:00,18,12.545223236083984,1000-1900 keV
2023-04-02 05:35:00+00:00,18,13.57083225250244,1000-1900 keV
2023-04-02 05:40:00+00:00,18,13.487847328186035,1000-1900 keV
2023-04-02 05:45:00+00:00,18,17.220035552978516,1000-1900 keV
2023-04-02 05:50:00+00:00,18,21.67995834350586,1000-1900 keV
2023-04-02 05:55:00+00:00,18,23.684444427490234,1000-1900 keV
2023-04-02 06:00:00+00:00,18,22.43768310546875,1000-1900 keV
2023-04-02 06:05:00+00:00,18,26.80884552001953,1000-1900 keV
2023-04-02 06:10:00+00:00,18,29.82166862487793,1000-1900 keV
2023-04-02 06:15:00+00:00,18,27.151121139526367,1000-1900 keV
2023-04-02 06:20:00+00:00,18,26.113046646118164,1000-1900 keV
2023-04-02 06:25:00+00:00,18,25.92412757873535,1000-1900 keV
2023-04-02 06:30:00+00:00,18,22.249168395996094,1000-1900 keV
2023-04-02 06:35:00+00:00,18,22.29334831237793,1000-1900 keV
2023-04-02 06:40:00+00:00,18,28.145381927490234,1000-1900 keV
2023-04-02 06:45:00+00:00,18,29.93643569946289,1000-1900 keV
2023-04-02 06:50:00+00:00,18,25.32537841796875,1000-1900 keV
2023-04-02 06:55:00+00:00,18,17.338699340820312,1000-1900 keV
2023-04-02 07:00:00+00:00,18,12.485175132751465,1000-1900 keV
2023-04-02 07:05:00+00:00,18,12.706748008728027,1000-1900 keV
2023-04-02 07:10:00+00:00,18,11.692703247070312,1000-1900 keV
2023-04-02 07:15:00+00:00,18,16.795806884765625,1000-1900 keV
2023-04-02 07:20:00+00:00,18,17.40802574157715,1000-1900 keV
2023-04-02 07:25:00+00:00,18,15.438770294189451,1000-1900 keV
2023-04-02 07:30:00+00:00,18,14.24261474609375,1000-1900 keV
2023-04-02 07:35:00+00:00,18,15.159310340881348,1000-1900 keV
2023-04-02 07:40:00+00:00,18,13.762744903564451,1000-1900 keV
2023-04-02 07:45:00+00:00,18,11.215606689453123,1000-1900 keV
2023-04-02 07:50:00+00:00,18,11.960026741027832,1000-1900 keV
2023-04-02 07:55:00+00:00,18,12.005370140075684,1000-1900 keV
2023-04-02 08:00:00+00:00,18,16.115510940551758,1000-1900 keV
2023-04-02 08:05:00+00:00,18,16.724782943725586,1000-1900 keV
2023-04-02 08:10:00+00:00,18,17.206605911254883,1000-1900 keV
2023-04-02 08:15:00+00:00,18,18.445955276489254,1000-1900 keV
2023-04-02 08:20:00+00:00,18,17.565629959106445,1000-1900 keV
2023-04-02 08:25:00+00:00,18,15.680957794189451,1000-1900 keV
2023-04-02 08:30:00+00:00,18,17.53606605529785,1000-1900 keV
2023-04-02 08:35:00+00:00,18,16.38219451904297,1000-1900 keV
2023-04-02 08:40:00+00:00,18,20.342134475708008,1000-1900 keV
2023-04-02 08:45:00+00:00,18,23.27557182312012,1000-1900 keV
2023-04-02 08:50:00+00:00,18,20.789072036743164,1000-1900 keV
2023-04-02 08:55:00+00:00,18,15.41069507598877,1000-1900 keV
2023-04-02 09:00:00+00:00,18,14.606756210327148,1000-1900 keV
2023-04-02 09:05:00+00:00,18,14.128859519958496,1000-1900 keV
2023-04-02 09:10:00+00:00,18,19.25147819519043,1000-1900 keV
2023-04-02 09:15:00+00:00,18,16.0421142578125,1000-1900 keV
2023-04-02 09:20:00+00:00,18,13.712270736694336,1000-1900 keV
2023-04-02 09:25:00+00:00,18,17.20146369934082,1000-1900 keV
2023-04-02 09:30:00+00:00,18,17.92488670349121,1000-1900 keV
2023-04-02 09:35:00+00:00,18,20.051807403564453,1000-1900 keV
2023-04-02 09:40:00+00:00,18,16.317811965942383,1000-1900 keV
2023-04-02 09:45:00+00:00,18,14.141400337219238,1000-1900 keV
2023-04-02 09:50:00+00:00,18,10.079218864440918,1000-1900 keV
2023-04-02 09:55:00+00:00,18,7.945556163787842,1000-1900 keV
2023-04-02 10:00:00+00:00,18,9.592602729797363,1000-1900 keV
2023-04-02 10:05:00+00:00,18,8.108821868896484,1000-1900 keV
2023-04-02 10:10:00+00:00,18,7.270697593688965,1000-1900 keV
2023-04-02 10:15:00+00:00,18,7.061272621154785,1000-1900 keV
2023-04-02 10:20:00+00:00,18,6.583063125610352,1000-1900 keV
2023-04-02 10:25:00+00:00,18,6.213500022888184,1000-1900 keV
2023-04-02 10:30:00+00:00,18,6.775219917297363,1000-1900 keV
2023-04-02 10:35:00+00:00,18,7.068548202514648,1000-1900 keV
2023-04-02 10:40:00+00:00,18,7.396519660949707,1000-1900 keV
2023-04-02 10:45:00+00:00,18,6.580748081207275,1000-1900 keV
2023-04-02 10:50:00+00:00,18,6.772665977478027,1000-1900 keV
2023-04-02 10:55:00+00:00,18,6.605475902557373,1000-1900 keV
2023-04-02 11:00:00+00:00,18,6.79110050201416,1000-1900 keV
2023-04-02 11:05:00+00:00,18,6.9634623527526855,1000-1900 keV
2023-04-02 11:10:00+00:00,18,6.3694562911987305,1000-1900 keV
2023-04-02 11:15:00+00:00,18,5.460521221160889,1000-1900 keV
2023-04-02 11:20:00+00:00,18,4.929899215698242,1000-1900 keV
